DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM,PD of PD
3100000,3170000,3690000,3840000,4970000,3640000,5790000
5360000,5310000,4930000,4900000,7570000,4850000,6030000
210000,130000,300000,260000,300000,250000,110000
6640000,7700000,6980000,7200000,6680000,4860000,10870000
360000,510000,680000,450000,780000,410000,1360000
2300000,1390000,2110000,1510000,2620000,1460000,1100000
6620000,4970000,5540000,6930000,7120000,4430000,2960000
0,260000,20000,80000,20000,650000,720000
7080000,3140000,3720000,3920000,5640000,2640000,3860000
5740000,4830000,7250000,9500000,17360000,20820000,210000
8260000,7770000,8250000,8980000,11380000,7210000,8040000
12930000,11500000,12300000,14570000,15920000,11580000,8230000
370000,600000,520000,800000,490000,550000,810000
260000,500000,630000,800000,610000,1030000,890000
820000,610000,660000,640000,960000,500000,610000
1800000,2220000,2510000,3390000,2720000,2750000,2520000
2130000,1770000,2260000,2020000,3080000,2050000,3980000
3230000,3570000,4270000,4470000,5410000,4500000,4870000
1670000,1270000,1630000,1610000,1720000,1100000,1680000
28810000,20180000,19420000,21130000,23730000,15470000,6160000
760000,760000,770000,690000,840000,590000,810000
2960000,2130000,2550000,2600000,4780000,3260000,5460000
4400000,4360000,4840000,4110000,5960000,5200000,10270000
770000,870000,830000,790000,1150000,470000,990000
5170000,6510000,6730000,5850000,10860000,7850000,9020000
380000,170000,380000,490000,1310000,60000,30000
8080000,5650000,5580000,5690000,8270000,4990000,9100000
1960000,1350000,1450000,1350000,2110000,1050000,4090000
800000,700000,800000,860000,1410000,990000,970000
3020000,1850000,1840000,2470000,2730000,1920000,3780000
59040000,53520000,59170000,66170000,75660000,57280000,79220000
3670000,3930000,3690000,4540000,6820000,6740000,1710000
14510000,13930000,11490000,9140000,13530000,5620000,30760000
13680000,11000000,11320000,10060000,16750000,5800000,17670000
810000,730000,770000,630000,1030000,430000,1150000
310000,270000,230000,320000,350000,280000,310000
400000,310000,500000,490000,500000,770000,610000
1890000,1970000,1960000,2600000,1900000,1840000,2100000
18380000,16790000,18460000,22050000,18550000,19210000,9140000
1400000,1320000,1340000,1470000,1440000,1280000,1750000
45760000,39290000,39190000,41040000,43930000,34080000,61480000
43700000,38160000,40100000,44660000,50710000,32730000,52210000
7760000,6740000,6920000,8190000,8440000,5110000,7010000
16890000,16410000,17910000,20490000,23770000,11060000,17700000
5170000,4280000,4400000,5120000,5990000,3210000,6570000
17020000,15260000,16460000,17550000,21600000,16160000,20720000
8860000,6740000,7390000,8280000,10340000,6740000,8630000
340000,340000,350000,410000,550000,520000,400000
880000,910000,850000,1030000,1340000,1080000,1240000
4080000,3850000,3830000,5430000,6130000,4140000,1650000
1060000,1390000,1140000,940000,900000,1160000,3380000
4680000,3780000,4210000,4290000,5390000,2950000,3590000
3510000,3220000,2550000,2750000,5760000,1870000,5180000
1370000,1290000,1950000,1970000,1680000,1330000,1350000
34990000,16780000,15530000,19850000,21060000,16280000,15610000
19310000,16050000,16470000,20240000,15580000,3790000,12620000
1020000,1200000,1080000,1200000,1380000,1370000,1260000
670000,560000,520000,610000,830000,540000,520000
130000,120000,170000,150000,260000,140000,160000
10000,150000,70000,60000,40000,200000,500000
340000,310000,420000,400000,610000,190000,680000
